title,video_category,tags,views,likes,dislikes
Zimbabwe's ruling party sacks Robert Mugabe as leader - BBC News,News/Politics,"bbc|""bbc news""|""news""|""breaking news""|""breaking""|""live coverage""|""live news""|""Mugabe""|""Zimbabwe""|""Zanu-PF""|""Mnangagwa""|""Grace""|""Zimbabweans""|""coup""|""zimbabwe news""|""zimbabwe latest news""|""zimbabwe breaking news""|""zimbabwe ruling party""",95900,604,64
LaToya Cantrell elected mayor of New Orleans,News/Politics,new orleans videos,17627,193,238
Jaylen Brown delivers emotional press conference after losing his best friend | Boston Celtics,News/Politics,"auth-jking413-auth|""Jay-King""",126248,763,93
Flying the Textron Scorpion,News/Politics,"Textron|""Scorpion""|""ScorpionJet""|""Textron Defense""|""Light Attack""|""ISRT""|""O-AX""",4078,10,0
President Donald Trump Makes Statement From White House On Asia Trip (Full) | NBC News,News/Politics,"nbc news|""us news""|""world news""|""politics""|""current events""|""top stories""|""trump""|""trump live""|""president trump""|""white house""",39799,290,222
Watch live: Sessions testifies to the House Judiciary Committee,News/Politics,"breaking news video|""video updates""|""live video""|""live updates""|""breaking news""|""press conference""|""live speeches""|""real time coverage""|""Jeff Sessions""|""Attorney General Jeff Sessions""|""House Judiciary Committee""|""jeff sessions testimony""|""jeff sessions live""|""jeff sessions live testimony""",166097,700,347
Bus Photobombs The Weather Channel's Stream of Georgia Dome Implosion,News/Politics,"the weather channel|""georgia dome""|""implosion""|""Georgia""|""bus""",60509,843,29
Second Woman Accuses Sen. Al Franken Of Inappropriate Touching | The View,News/Politics,"al franken|""roy moore""|""politics""|""senate""|""the view""|""hot topics""|""women's rights""|""sexual harassment""|""sexual misconduct""|""sexual assault""",108339,663,427
How job surveillance is transforming trucking in America,News/Politics,"vox.com|""vox""|""explain""|""trucking""|""semi""|""technology""|""future""|""work""|""employment""|""workers""|""trucks""|""transportation""|""automobile""|""surveillance""|""monitoring""|""eld""|""eld or me""|""operation black and blue""|""electronic logging device""|""driver""|""shift change""|""worker""|""device""|""FMCSA""|""DOT""|""federal motor carrier safety administration""|""traffic""|""department of transportation""|""otto""|""uber""|""tesla""|""waymo""|""daimler""|""einride""|""embark""|""transit""|""shipping""|""amazon""|""prime""|""delivery""|""camera""|""mercedes""|""wearables""|""driving""|""automation""",455289,14025,441
Search continues for missing Argentine submarine with 44 crew members onboard,News/Politics,"submarine|""search""|""missing""|""Argentine""|""44""|""crew""|""members""|""on""|""board""|""ARA""|""signal""|""pings""|""ABC""|""NEWS""",70098,513,53
Country Music Hall of Famer Mel Tillis has died,News/Politics,"vpcwochit|""wochit""|""usatsyn""|""usatoday_custom""|""vpc""|""country music""|""obituary""|""mel tillis""|""obit""|""country music hall of fame""|""usatyoutube""",21426,162,26
LaToya Cantrell elected mayor of New Orleans,News/Politics,new orleans videos,24248,256,352
I Tried The Tom Brady Diet And Nutrition Plan,News/Politics,"Business Insider|""Tom Brady""|""Football""|""Sports""|""Athlete""|""Diet""|""Health""|""Nutrition""|""Fitness""|""TB12""|""Food""|""Workout""",16456,299,44
