title,video_category,tags,views,likes,dislikes
Rachel Platten - Whole Heart (Audio),Music,"Columbia|""Pop""|""Rachel Platten""|""Whole Heart""",33887,1350,41
Marshmello - Blocks (Official Music Video),Music,"marshmello|""blocks""|""marshmello blocks""|""blocks music video""|""marshmello music video""|""roblox bully story""|""marshmello alone""|""roblox""|""cuphead""|""marshmello nightcore""|""marshmello musically""|""music for kids""|""happy music""|""videos that make you happy""|""sad songs""|""childrens music""|""joytime""|""marshmello joytime""|""frat bro""|""band""|""high school""|""crush""|""mellogang""|""marshmallow""|""noviembre 2017""|""musik elektronik""|""billboard""|""november 2017""|""musica electronica 2017""|""edm 2017""|""best music 2017""|""top 40 2017""|""lego""",2814427,194199,3757
Nickelback - The Betrayal Act III [Official Video],Music,"Nickelback|""Feed The Machine""|""The Betrayal Act III""|""The Betrayal""|""Rock""|""Alternative""|""Anthem Films""|""Kevin Slack""|""Chad Kroeger""|""Ryan Peake""|""Mike Kroeger""|""Daniel Adair""|""How You Remind Me""|""Rockstar""",282854,12958,664
U2 - The Blackout,Music,"U2|""The""|""Blackout""|""Island""|""Records""|""Rock""",265822,9045,346
Demi Lovato - Sorry Not Sorry in the Live Lounge,Music,"Demi Lovato|""Sorry Not Sorry""|""Live Lounge""|""BBC Radio 1""",157522,8012,85
Hunter Hayes - You Should Be Loved (Part One Of Pictures),Music,"Hunter|""Hayes""|""you should be loved""|""the shadowboxers""|""pictures""|""part one""|""official""|""music video""|""trilogy""|""hunter hayes""|""wanted""|""i want crazy""|""storm warning""",84091,2892,95
HANSON - Finally It's Christmas (Official Lyric Video),Music,"Hanson|""Finally It's Christmas""|""Snowed In""|""Christmas""",62620,1170,92
Clean Bandit - I Miss You feat. Julia Michaels in the Radio 1 Live Lounge,Music,"clean bandit|""i miss you""|""live lounge""|""julie michaels""|""bbc""",37575,1679,21
Dead Beat Sirah ft. Skrillex (official video),Music,"Sirah|""Skrillex""|""Music""|""hip hop""|""female rapper""|""Demi Lovato""|""Owsla""|""Deadbeat""|""Dead Beat""",28147,1801,48
Eminem - Walk On Water (Audio) ft. Beyoncé,Music,"Eminem|""Walk""|""On""|""Water""|""Aftermath/Shady/Interscope""|""Rap""",22702386,869304,50018
