title,video_category,tags,views,likes,dislikes
What Jeremy Clarkson thinks about Tesla,Automotive/Vehicle,"tech|""uk""|""tesla""|""top gear""|""jeremy clarkson""|""tesla model x""|""the grand tour""|""tesla roadster""",620441,5816,744
"The Spyker C8 Is the Quirkiest $250,000 Exotic Car in History",Automotive/Vehicle,"spyker c8|""spyker""|""spyker c8 spyder""|""c8 spyder""|""spyker c12""|""spyker car""|""spyker sports car""|""weird car""|""exotic car""|""doug demuro""|""demuro""",1394843,29208,985
I Built a FULL SIZE Tie Fighter/Silencer,Automotive/Vehicle,"colin|""furze""|""colinfurze""|""full size""|""tie fighter""|""tie silencer""|""star wars""|""the last jedi""|""epic""|""real life""|""actual size""|""visit""|""burley house""|""working""|""bb9e""|""droid""|""ebay""|""project""|""reveal""|""amazing""|""fans""|""kids""|""rougue one""|""the force awakens""|""kylo ren""|""spaceship""",957077,40029,852
What Jeremy Clarkson thinks about Tesla,Automotive/Vehicle,"tech|""uk""|""tesla""|""top gear""|""jeremy clarkson""|""tesla model x""|""the grand tour""|""tesla roadster""",830001,7740,1000
"The Spyker C8 Is the Quirkiest $250,000 Exotic Car in History",Automotive/Vehicle,"spyker c8|""spyker""|""spyker c8 spyder""|""c8 spyder""|""spyker c12""|""spyker car""|""spyker sports car""|""weird car""|""exotic car""|""doug demuro""|""demuro""",1430659,29549,1017
I Built a FULL SIZE Tie Fighter/Silencer,Automotive/Vehicle,"colin|""furze""|""colinfurze""|""full size""|""tie fighter""|""tie silencer""|""star wars""|""the last jedi""|""epic""|""real life""|""actual size""|""visit""|""burley house""|""working""|""bb9e""|""droid""|""ebay""|""project""|""reveal""|""amazing""|""fans""|""kids""|""rougue one""|""the force awakens""|""kylo ren""|""spaceship""",1202565,45866,1012
What Jeremy Clarkson thinks about Tesla,Automotive/Vehicle,"tech|""uk""|""tesla""|""top gear""|""jeremy clarkson""|""tesla model x""|""the grand tour""|""tesla roadster""",993022,9038,1176
"The Spyker C8 Is the Quirkiest $250,000 Exotic Car in History",Automotive/Vehicle,"spyker c8|""spyker""|""spyker c8 spyder""|""c8 spyder""|""spyker c12""|""spyker car""|""spyker sports car""|""weird car""|""exotic car""|""doug demuro""|""demuro""",1457307,29851,1032
1991 Pontiac Lineup Commercial - With Patrick Stewart Narrating,Automotive/Vehicle,"pontiac line|""old pontiac line commercial""|""old pontiac commercial""|""old car commercials""|""old car commercial""",4631,21,0
I Built a FULL SIZE Tie Fighter/Silencer,Automotive/Vehicle,"colin|""furze""|""colinfurze""|""full size""|""tie fighter""|""tie silencer""|""star wars""|""the last jedi""|""epic""|""real life""|""actual size""|""visit""|""burley house""|""working""|""bb9e""|""droid""|""ebay""|""project""|""reveal""|""amazing""|""fans""|""kids""|""rougue one""|""the force awakens""|""kylo ren""|""spaceship""",1291261,47563,1056
What Jeremy Clarkson thinks about Tesla,Automotive/Vehicle,"tech|""uk""|""tesla""|""top gear""|""jeremy clarkson""|""tesla model x""|""the grand tour""|""tesla roadster""",1108618,9984,1327
1991 Pontiac Lineup Commercial - With Patrick Stewart Narrating,Automotive/Vehicle,"pontiac line|""old pontiac line commercial""|""old pontiac commercial""|""old car commercials""|""old car commercial""",4742,21,1
I Built a FULL SIZE Tie Fighter/Silencer,Automotive/Vehicle,"colin|""furze""|""colinfurze""|""full size""|""tie fighter""|""tie silencer""|""star wars""|""the last jedi""|""epic""|""real life""|""actual size""|""visit""|""burley house""|""working""|""bb9e""|""droid""|""ebay""|""project""|""reveal""|""amazing""|""fans""|""kids""|""rougue one""|""the force awakens""|""kylo ren""|""spaceship""",1355713,49179,1103
1991 Pontiac Lineup Commercial - With Patrick Stewart Narrating,Automotive/Vehicle,"pontiac line|""old pontiac line commercial""|""old pontiac commercial""|""old car commercials""|""old car commercial""",4806,23,1
I Built a FULL SIZE Tie Fighter/Silencer,Automotive/Vehicle,"colin|""furze""|""colinfurze""|""full size""|""tie fighter""|""tie silencer""|""star wars""|""the last jedi""|""epic""|""real life""|""actual size""|""visit""|""burley house""|""working""|""bb9e""|""droid""|""ebay""|""project""|""reveal""|""amazing""|""fans""|""kids""|""rougue one""|""the force awakens""|""kylo ren""|""spaceship""",1389924,50058,1125
CES 2018 Preview: Honda's New Robotics Concept,Automotive/Vehicle,"CES 2018 Honda's New Robotics Concept|""Honda""|""CES 2018""|""Consumer Electronics Show""|""Honda Innovation""|""Honda Robots""|""Honda Robotics""|""Honda 3E""|""Honda Concept""|""Robotics""|""AI""|""Mobility""|""Innovation""|""Technology""",20188,174,42
1991 Pontiac Lineup Commercial - With Patrick Stewart Narrating,Automotive/Vehicle,"pontiac line|""old pontiac line commercial""|""old pontiac commercial""|""old car commercials""|""old car commercial""",4842,23,1
CES 2018 Preview: Honda's New Robotics Concept,Automotive/Vehicle,"CES 2018 Honda's New Robotics Concept|""Honda""|""CES 2018""|""Consumer Electronics Show""|""Honda Innovation""|""Honda Robots""|""Honda Robotics""|""Honda 3E""|""Honda Concept""|""Robotics""|""AI""|""Mobility""|""Innovation""|""Technology""",53978,323,106
CES 2018 Preview: Honda's New Robotics Concept,Automotive/Vehicle,"CES 2018 Honda's New Robotics Concept|""Honda""|""CES 2018""|""Consumer Electronics Show""|""Honda Innovation""|""Honda Robots""|""Honda Robotics""|""Honda 3E""|""Honda Concept""|""Robotics""|""AI""|""Mobility""|""Innovation""|""Technology""",61876,335,111
CES 2018 Preview: Honda's New Robotics Concept,Automotive/Vehicle,"CES 2018 Honda's New Robotics Concept|""Honda""|""CES 2018""|""Consumer Electronics Show""|""Honda Innovation""|""Honda Robots""|""Honda Robotics""|""Honda 3E""|""Honda Concept""|""Robotics""|""AI""|""Mobility""|""Innovation""|""Technology""",67213,343,114
CES 2018 Preview: Honda's New Robotics Concept,Automotive/Vehicle,"CES 2018 Honda's New Robotics Concept|""Honda""|""CES 2018""|""Consumer Electronics Show""|""Honda Innovation""|""Honda Robots""|""Honda Robotics""|""Honda 3E""|""Honda Concept""|""Robotics""|""AI""|""Mobility""|""Innovation""|""Technology""",70761,352,114
Second-hand cars - transforming old Ford Mustangs into high-end watches,Automotive/Vehicle,"yt:cc=on|""Ford Mustang""",10020,70,7
CES 2018 Preview: Honda's New Robotics Concept,Automotive/Vehicle,"CES 2018 Honda's New Robotics Concept|""Honda""|""CES 2018""|""Consumer Electronics Show""|""Honda Innovation""|""Honda Robots""|""Honda Robotics""|""Honda 3E""|""Honda Concept""|""Robotics""|""AI""|""Mobility""|""Innovation""|""Technology""",73213,356,114
